Luxembourg,March 2025,Net Electricity Production,Combustible Renewables,19.1419,GWh
Luxembourg,March 2025,Net Electricity Production,Other Combustible Non-Renewables,3.3196,GWh
Luxembourg,March 2025,Net Electricity Production,Solar,37.9625,GWh
Luxembourg,March 2025,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",178.4607,GWh
Luxembourg,March 2025,Total Imports,Electricity,514.4561,GWh
Luxembourg,March 2025,Total Exports,Electricity,69.166,GWh
Luxembourg,March 2025,Used for pumped storage,Electricity,94.5769,GWh
Luxembourg,March 2025,Distribution Losses,Electricity,10.419,GWh
Luxembourg,March 2025,Final Consumption (Calculated),Electricity,529.8186,GWh
Luxembourg,March 2025,Net Electricity Production,Wind,43.1718,GWh
Mexico,March 2025,Net Electricity Production,Electricity,29213.7959,GWh
Mexico,March 2025,Net Electricity Production,Nuclear,1060.7344,GWh
Mexico,March 2025,Net Electricity Production,Hydro,1953.2213,GWh
Mexico,March 2025,Net Electricity Production,Total Combustible Fuels,21394.7824,GWh
Mexico,March 2025,Net Electricity Production,"Coal, Peat and Manufactured Gases",2623.8964,GWh
Mexico,March 2025,Net Electricity Production,Oil and Petroleum Products,1994.4075,GWh
Mexico,March 2025,Net Electricity Production,Natural Gas,16598.3051,GWh
Mexico,March 2025,Net Electricity Production,Combustible Renewables,160.8233,GWh
Mexico,March 2025,Net Electricity Production,Geothermal,315.0401,GWh
Mexico,March 2025,Net Electricity Production,Other Combustible Non-Renewables,17.3502,GWh
Mexico,March 2025,Net Electricity Production,Solar,2149.3995,GWh
